639,"Palmeirândia","MA"
640,"Pedro do Rosário","MA"
641,"Penalva","MA"
642,"Peri Mirim","MA"
643,"Pinheiro","MA"
644,"Roque","MA"
645,"Presidente Sarney","MA"
646,"Santa Helena","MA"
647,"Curva Grande","MA"
648,"São Bento","MA"
649,"São João Batista","MA"
650,"São Vicente Ferrer","MA"
651,"Viana","MA"
652,"Vitória do Mearim","MA"
653,"Cantanhede","MA"
654,"Itapecuru Mirim","MA"
655,"Matões do Norte","MA"
656,"Miranda do Norte","MA"
657,"Nina Rodrigues","MA"
658,"Pirapemas","MA"
659,"Presidente Vargas","MA"
660,"Vargem Grande","MA"
661,"Amapá do Maranhão","MA"
662,"Boa Vista do Gurupi","MA"
663,"Cândido Mendes","MA"
664,"Barão de Tromaí","MA"
665,"Estandarte","MA"
666,"Carutapera","MA"
667,"Centro do Guilherme","MA"
668,"Centro Novo do Maranhão","MA"
669,"Godofredo Viana","MA"
670,"Aurizona","MA"
671,"Governador Nunes Freire","MA"
672,"Junco do Maranhão","MA"
673,"Luís Domingues","MA"
674,"Maracaçumé","MA"
675,"Maranhãozinho","MA"
676,"Turiaçu","MA"
677,"Turilândia","MA"
678,"Altamira do Maranhão","MA"
679,"Alto Alegre do Pindaré","MA"
680,"Araguanã","MA"
681,"Bom Jardim","MA"
682,"Bom Jesus das Selvas","MA"
683,"Brejo de Areia","MA"
684,"Buriticupu","MA"
685,"Governador Newton Bello","MA"
686,"Lago da Pedra","MA"
687,"Lagoa Grande do Maranhão","MA"
688,"Marajá do Sena","MA"
689,"Nova Olinda do Maranhão","MA"
690,"Paulo Ramos","MA"
691,"Pindaré-Mirim","MA"
692,"Pimentel","MA"
693,"Presidente Médici","MA"
694,"Santa Inês","MA"
695,"Santa Luzia","MA"
696,"Santa Luzia do Paruá","MA"
697,"São João do Carú","MA"
698,"Tufilândia","MA"
699,"Vitorino Freire","MA"
700,"Zé Doca","MA"
701,"Açailândia","MA"
702,"Amarante do Maranhão","MA"
703,"Buritirana","MA"
704,"Cidelândia","MA"
705,"Davinópolis","MA"
706,"Governador Edison Lobão","MA"
707,"Imperatriz","MA"
708,"Itinga do Maranhão","MA"
709,"João Lisboa","MA"
710,"Lajeado Novo","MA"
711,"Montes Altos","MA"
712,"Ribamar Fiquene","MA"
713,"São Francisco do Brejão","MA"
714,"São Pedro da Água Branca","MA"
715,"Senador La Rocque","MA"
716,"Vila Nova dos Martírios","MA"
717,"Bacabal","MA"
718,"Bernardo do Mearim","MA"
719,"Bom Lugar","MA"
720,"Esperantinópolis","MA"
721,"Igarapé Grande","MA"
722,"Lago do Junco","MA"
723,"Lago Verde","MA"
724,"Lago dos Rodrigues","MA"
725,"Lima Campos","MA"
726,"Olho d'Água das Cunhãs","MA"
727,"Pedreiras","MA"
728,"Marianópolis","MA"
729,"Pio XII","MA"
730,"Poção de Pedras","MA"
731,"Santo Antônio dos Lopes","MA"
732,"São Luís Gonzaga do Maranhão","MA"
733,"São Mateus do Maranhão","MA"
734,"São Raimundo do Doca Bezerra","MA"
735,"São Roberto","MA"
736,"Satubinha","MA"
737,"Trizidela do Vale","MA"
738,"Arame","MA"
739,"Barra do Corda","MA"
740,"Papagaio","MA"
741,"Fernando Falcão","MA"
742,"Formosa da Serra Negra","MA"
743,"Grajaú","MA"
744,"Itaipava do Grajaú","MA"
745,"Jenipapo dos Vieiras","MA"
746,"Joselândia","MA"
747,"Santa Filomena do Maranhão","MA"
748,"Sítio Novo","MA"
749,"Tuntum","MA"
750,"São Joaquim dos Melos","MA"
751,"Dom Pedro","MA"
752,"Fortuna","MA"
753,"Gonçalves Dias","MA"
754,"Governador Archer","MA"
755,"Governador Eugênio Barros","MA"
756,"Governador Luiz Rocha","MA"
757,"Graça Aranha","MA"
758,"Presidente Dutra","MA"
759,"São Domingos do Maranhão","MA"
760,"São José dos Basílios","MA"
761,"Senador Alexandre Costa","MA"
762,"Água Doce do Maranhão","MA"
763,"Araioses","MA"
764,"Magalhães de Almeida","MA"
765,"Custódio Lima","MA"
766,"Santa Quitéria do Maranhão","MA"
767,"Santana do Maranhão","MA"
768,"São Bernardo","MA"
769,"Anapurus","MA"
770,"Belágua","MA"
771,"Brejo","MA"
772,"Buriti","MA"
773,"Chapadinha","MA"
774,"Mata Roma","MA"
775,"Milagres do Maranhão","MA"
776,"São Benedito do Rio Preto","MA"
777,"Urbano Santos","MA"
778,"Alto Alegre do Maranhão","MA"
779,"Capinzal do Norte","MA"
780,"Codó","MA"
781,"Codozinho","MA"
782,"São Raimundo de Codó","MA"
783,"Coroatá","MA"
784,"Peritoró","MA"
785,"Timbiras","MA"
786,"Afonso Cunha","MA"
787,"Aldeias Altas","MA"
788,"Coelho Neto","MA"
789,"Duque Bacelar","MA"
790,"Buriti Bravo","MA"
791,"Bacatuba","MA"
792,"Caxias","MA"
793,"Matões","MA"
794,"Parnarama","MA"
795,"Brejo de São Félix","MA"
796,"São João do Soter","MA"
797,"Timon","MA"
798,"Buriti Cortado","MA"
799,"Barão de Grajaú","MA"
800,"Colinas","MA"
801,"Jatobá","MA"
802,"Lagoa do Mato","MA"
803,"Mirador","MA"
804,"Ibipira","MA"
805,"Nova Iorque","MA"
806,"Paraibano","MA"
807,"Passagem Franca","MA"
808,"Pastos Bons","MA"
809,"Roçado","MA"
810,"São Francisco do Maranhão","MA"
811,"Caraíba do Norte","MA"
812,"Ribeirão Azul","MA"
813,"São João dos Patos","MA"
814,"Sucupira do Norte","MA"
815,"Sucupira do Riachão","MA"
816,"Campestre do Maranhão","MA"
817,"Carolina","MA"
818,"Estreito","MA"
819,"Porto Franco","MA"
820,"São João do Paraíso","MA"
821,"São Pedro dos Crentes","MA"
822,"Alto Parnaíba","MA"
823,"Curupá","MA"
824,"Balsas","MA"
825,"Feira Nova do Maranhão","MA"
826,"Riachão","MA"
827,"Tasso Fragoso","MA"
828,"Benedito Leite","MA"
829,"Fortaleza dos Nogueiras","MA"
830,"Loreto","MA"
831,"Nova Colinas","MA"
832,"Sambaíba","MA"
833,"São Domingos do Azeitão","MA"
834,"São Félix de Balsas","MA"
835,"São Raimundo das Mangabeiras","MA"
836,"Barras","PI"
837,"Batalha","PI"
838,"Boa Hora","PI"
839,"Brasileira","PI"
840,"Cabeceiras do Piauí","PI"
841,"Campo Largo do Piauí","PI"
842,"Esperantina","PI"
843,"Joaquim Pires","PI"
844,"Joca Marques","PI"
845,"Luzilândia","PI"
846,"Madeiro","PI"
847,"Matias Olímpio","PI"
848,"Miguel Alves","PI"
849,"Morro do Chapéu do Piauí","PI"
850,"Nossa Senhora dos Rémedios","PI"
851,"Piripiri","PI"
852,"Porto","PI"
853,"São João do Arraial","PI"
854,"Bom Princípio do Piauí","PI"
855,"Buriti dos Lopes","PI"
856,"Cajueiro da Praia","PI"
857,"Caraúbas do Piauí","PI"
858,"Caxingó","PI"
859,"Cocal","PI"
860,"Cocal dos Alves","PI"
861,"Ilha Grande","PI"
862,"Luís Correia","PI"
863,"Murici dos Portelas","PI"
864,"Parnaíba","PI"
865,"Piracuruca","PI"
866,"São João da Fronteira","PI"
867,"São José do Divino","PI"
868,"Altos","PI"
869,"Beneditinos","PI"
870,"Coivaras","PI"
871,"Curralinhos","PI"
872,"Demerval Lobão","PI"
873,"José de Freitas","PI"
874,"Lagoa Alegre","PI"
875,"Lagoa do Piauí","PI"
876,"Miguel Leão","PI"
877,"Monsenhor Gil","PI"
878,"Teresina","PI"
879,"União","PI"
880,"Alto Longá","PI"
881,"Assunção do Piauí","PI"
882,"Boqueirão do Piauí","PI"
883,"Buriti dos Montes","PI"
884,"Campo Maior","PI"
885,"Capitão de Campos","PI"
886,"Castelo do Piauí","PI"
887,"Cocal de Telha","PI"
888,"Domingos Mourão","PI"
889,"Jatobá do Piauí","PI"
890,"Juazeiro do Piauí","PI"
891,"Lagoa de São Francisco","PI"
892,"Milton Brandão","PI"
893,"Nossa Senhora de Nazaré","PI"
894,"Novo Santo Antônio","PI"
895,"Pedro II","PI"
896,"São João da Serra","PI"
897,"São Miguel do Tapuio","PI"
898,"Sigefredo Pacheco","PI"
899,"Agricolândia","PI"
900,"Água Branca","PI"
901,"Amarante","PI"
902,"Angical do Piauí","PI"
903,"Arraial","PI"
904,"Barro Duro","PI"
905,"Francisco Ayres","PI"
906,"Hugo Napoleão","PI"
907,"Jardim do Mulato","PI"
908,"Lagoinha do Piauí","PI"
909,"Olho D'Água do Piauí","PI"
910,"Palmeirais","PI"
911,"Passagem Franca do Piauí","PI"
912,"Regeneração","PI"
913,"Santo Antônio dos Milagres","PI"
914,"São Gonçalo do Piauí","PI"
915,"São Pedro do Piauí","PI"
916,"Aroazes","PI"
917,"Barra D'Alcântara","PI"
918,"Elesbão Veloso","PI"
919,"Francinópolis","PI"
920,"Inhuma","PI"
921,"Lagoa do Sítio","PI"
922,"Novo Oriente do Piauí","PI"
923,"Pimenteiras","PI"
924,"Prata do Piauí","PI"
